pm2_5,so2,nox,timestamp
106.03,36.07,50.89,2025-11-17T05:54:39
115.36,37.22,58.71,2025-11-17T05:54:39
128.82,45.64,66.13,2025-11-17T05:54:39
137.35,50.77,68.84,2025-11-17T05:54:39
80.0,23.84,38.83,2025-11-17T05:54:39
80.44,28.64,40.84,2025-11-17T05:54:39
82.76,26.96,38.48,2025-11-17T05:54:39
81.76,24.55,39.82,2025-11-17T05:54:39
79.42,24.72,41.84,2025-11-17T05:54:39
78.27,29.32,41.34,2025-11-17T05:54:39
80.31,28.7,37.41,2025-11-17T05:54:39
81.64,24.12,38.71,2025-11-17T05:54:39
91.9,30.39,47.2,2025-11-17T05:54:39
102.68,37.95,52.75,2025-11-17T05:54:39
109.41,38.53,54.04,2025-11-17T05:54:39
115.78,38.17,56.38,2025-11-17T05:54:39
129.44,43.25,66.84,2025-11-17T05:54:39
134.7,44.14,65.38,2025-11-17T05:54:39
139.71,51.55,70.52,2025-11-17T05:54:39
80.0,24.65,41.24,2025-11-17T05:54:39
80.41,25.19,41.34,2025-11-17T05:54:39
79.99,23.53,39.74,2025-11-17T05:54:39
79.76,23.73,38.29,2025-11-17T05:54:39
78.13,29.45,40.83,2025-11-17T05:54:39
80.69,22.63,40.67,2025-11-17T05:54:39
81.56,22.2,42.75,2025-11-17T05:54:39
82.6,30.99,41.43,2025-11-17T05:54:39
82.84,29.01,40.52,2025-11-17T05:54:39
83.61,23.52,43.16,2025-11-17T05:54:39
82.16,27.52,38.53,2025-11-17T05:54:39
81.55,29.64,43.4,2025-11-17T05:54:39
80.3,23.15,42.05,2025-11-17T05:54:39
83.35,32.4,42.11,2025-11-17T05:54:39
82.46,27.4,42.31,2025-11-17T05:54:39
88.68,33.73,44.36,2025-11-17T05:54:39
93.84,30.98,47.29,2025-11-17T05:54:39
104.19,33.08,54.75,2025-11-17T05:54:39
109.23,38.07,52.85,2025-11-17T05:54:39
80.0,26.08,37.01,2025-11-17T05:54:39
78.11,22.95,40.59,2025-11-17T05:54:39
76.19,29.86,36.1,2025-11-17T05:54:39
75.25,27.77,34.64,2025-11-17T05:54:39
75.0,20.44,38.2,2025-11-17T05:54:39
74.65,23.65,35.5,2025-11-17T05:54:39
76.3,28.3,36.24,2025-11-17T05:54:39
78.25,22.84,36.72,2025-11-17T05:54:39
81.1,27.37,42.24,2025-11-17T05:54:39
83.59,25.65,43.88,2025-11-17T05:54:39
85.44,26.7,42.91,2025-11-17T05:54:39
85.14,31.42,43.56,2025-11-17T05:54:39
88.11,28.65,44.81,2025-11-17T05:54:39
90.0,31.32,43.56,2025-11-17T05:54:39
90.15,26.17,45.04,2025-11-17T05:54:39
89.69,25.43,45.69,2025-11-17T05:54:39
90.47,31.04,45.66,2025-11-17T05:54:39
91.31,29.19,47.23,2025-11-17T05:54:39
92.93,31.26,47.59,2025-11-17T05:54:39
95.28,34.25,45.66,2025-11-17T05:54:39
93.62,29.75,46.41,2025-11-17T05:54:39
95.23,30.41,45.4,2025-11-17T05:54:39
97.19,31.25,50.98,2025-11-17T05:54:39
100.0,30.87,48.04,2025-11-17T05:54:39
100.0,28.36,52.63,2025-11-17T05:54:39
100.0,34.86,49.14,2025-11-17T05:54:39
99.29,34.14,52.04,2025-11-17T05:54:39
100.0,31.28,51.18,2025-11-17T05:54:39
100.0,32.79,48.96,2025-11-17T05:54:39
99.71,31.85,49.9,2025-11-17T05:54:39
100.0,35.63,48.34,2025-11-17T05:54:39
100.0,36.71,51.7,2025-11-17T05:54:39
100.0,36.81,52.74,2025-11-17T05:54:39
111.44,36.08,57.67,2025-11-17T05:54:39
123.09,37.0,59.48,2025-11-17T05:54:39
137.29,41.8,66.26,2025-11-17T05:54:39
144.59,49.1,73.71,2025-11-17T05:54:39
149.71,48.43,75.28,2025-11-17T05:54:39
80.0,31.63,41.95,2025-11-17T05:54:39
81.24,26.77,42.95,2025-11-17T05:54:39
83.47,29.88,42.64,2025-11-17T05:54:39
82.46,28.52,38.7,2025-11-17T05:54:39
83.43,28.38,44.32,2025-11-17T05:54:39
82.11,24.28,42.98,2025-11-17T05:54:39
83.79,23.84,38.98,2025-11-17T05:54:39
85.93,29.51,43.49,2025-11-17T05:54:39
85.41,27.42,41.47,2025-11-17T05:54:39
88.2,25.44,43.01,2025-11-17T05:54:39
87.9,25.31,43.58,2025-11-17T05:54:39
90.5,28.85,46.01,2025-11-17T05:54:39
89.63,32.71,43.19,2025-11-17T05:54:39
92.22,35.06,46.86,2025-11-17T05:54:39
92.92,28.2,48.51,2025-11-17T05:54:39
93.6,35.0,45.18,2025-11-17T05:54:39
95.23,31.3,49.41,2025-11-17T05:54:39
95.91,35.3,48.93,2025-11-17T05:54:39
94.8,30.57,45.57,2025-11-17T05:54:39
97.42,36.0,51.43,2025-11-17T05:54:39
98.65,31.47,48.98,2025-11-17T05:54:39
100.0,30.36,49.26,2025-11-17T05:54:39
99.64,29.41,49.38,2025-11-17T05:54:39
100.0,29.61,47.32,2025-11-17T05:54:39
100.0,29.19,51.56,2025-11-17T05:54:39
100.0,28.73,51.83,2025-11-17T05:54:39
98.51,35.72,50.82,2025-11-17T05:54:39
98.64,32.96,47.33,2025-11-17T05:54:39
99.59,32.48,49.13,2025-11-17T05:54:39
97.98,36.33,48.26,2025-11-17T05:54:39
98.0,34.67,51.91,2025-11-17T05:54:39
98.71,35.68,49.9,2025-11-17T05:54:39
97.09,28.01,49.31,2025-11-17T05:54:39
97.06,36.36,46.96,2025-11-17T05:54:39
98.03,33.14,47.11,2025-11-17T05:54:39
99.51,30.1,51.86,2025-11-17T05:54:39
100.0,31.78,48.96,2025-11-17T05:54:39
100.0,29.23,51.94,2025-11-17T05:54:39
97.83,30.97,51.75,2025-11-17T05:54:39
97.88,31.72,47.26,2025-11-17T05:54:39
98.55,36.95,51.7,2025-11-17T05:54:39
100.0,37.66,51.34,2025-11-17T05:54:39
98.76,28.22,47.38,2025-11-17T05:54:39
100.0,29.7,51.86,2025-11-17T05:54:39
99.36,32.12,49.8,2025-11-17T05:54:39
99.68,35.03,52.02,2025-11-17T05:54:39
100.0,31.37,51.24,2025-11-17T05:54:39
100.0,28.57,49.84,2025-11-17T05:54:39
99.16,32.32,51.68,2025-11-17T05:54:39
112.84,38.91,54.03,2025-11-17T05:54:39
122.85,38.6,63.62,2025-11-17T05:54:39
129.87,39.19,64.89,2025-11-17T05:54:39
141.81,51.96,71.88,2025-11-17T05:54:39
149.25,50.26,71.82,2025-11-17T05:54:39
80.0,29.06,39.77,2025-11-17T05:54:39
82.69,26.47,43.19,2025-11-17T05:54:39
80.88,27.37,39.54,2025-11-17T05:54:39
83.99,30.22,43.26,2025-11-17T05:54:39
84.5,31.38,43.7,2025-11-17T05:54:39
85.44,29.71,45.41,2025-11-17T05:54:39
84.23,27.2,41.84,2025-11-17T05:54:39
82.95,30.22,41.03,2025-11-17T05:54:39
82.74,30.28,40.17,2025-11-17T05:54:39
83.37,23.88,42.58,2025-11-17T05:54:39
85.62,26.18,40.8,2025-11-17T05:54:39
87.49,25.87,42.95,2025-11-17T05:54:39
87.43,25.18,46.3,2025-11-17T05:54:39
95.49,31.74,46.41,2025-11-17T05:54:39
100.65,36.19,51.47,2025-11-17T05:54:39
115.6,42.25,55.13,2025-11-17T05:54:39
128.99,38.46,62.41,2025-11-17T05:54:39
80.0,24.7,38.72,2025-11-17T05:54:39
78.43,23.2,38.39,2025-11-17T05:54:39
81.29,31.87,40.52,2025-11-17T05:54:39
82.88,26.58,41.72,2025-11-17T05:54:39
85.06,28.74,43.6,2025-11-17T05:54:39
86.26,31.66,43.07,2025-11-17T05:54:39
86.73,31.91,41.42,2025-11-17T05:54:39
89.0,30.92,45.19,2025-11-17T05:54:39
89.57,29.0,45.44,2025-11-17T05:54:39
88.11,32.22,41.32,2025-11-17T05:54:39
90.35,27.81,46.45,2025-11-17T05:54:39
91.39,30.26,45.76,2025-11-17T05:54:39
90.46,34.07,44.05,2025-11-17T05:54:39
89.83,31.42,42.05,2025-11-17T05:54:39
91.22,31.97,44.6,2025-11-17T05:54:39
106.08,39.86,55.01,2025-11-17T05:54:39
118.54,43.13,60.65,2025-11-17T05:54:39
129.75,40.49,66.72,2025-11-17T05:54:39
138.96,48.45,67.68,2025-11-17T05:54:39
146.85,51.48,75.95,2025-11-17T05:54:39
153.14,51.65,75.39,2025-11-17T05:54:39
159.33,55.73,81.32,2025-11-17T05:54:39
173.89,54.97,85.7,2025-11-17T05:54:39
80.0,27.43,38.7,2025-11-17T05:54:39
81.64,22.97,41.22,2025-11-17T05:54:39
82.34,27.83,43.83,2025-11-17T05:54:39
80.87,22.71,43.3,2025-11-17T05:54:39
80.04,22.15,42.36,2025-11-17T05:54:39
81.17,31.95,38.41,2025-11-17T05:54:39
83.19,24.79,44.26,2025-11-17T05:54:39
86.02,29.71,45.18,2025-11-17T05:54:39
86.94,29.56,40.58,2025-11-17T05:54:39
89.37,31.12,45.89,2025-11-17T05:54:39
90.23,26.35,44.38,2025-11-17T05:54:39
90.17,30.76,43.3,2025-11-17T05:54:39
92.09,35.57,48.99,2025-11-17T05:54:39
91.14,29.29,44.53,2025-11-17T05:54:39
93.76,34.04,47.72,2025-11-17T05:54:39
106.91,37.43,51.98,2025-11-17T05:54:39
121.1,41.21,60.19,2025-11-17T05:54:39
127.33,42.86,62.32,2025-11-17T05:54:39
139.76,51.34,68.61,2025-11-17T05:54:39
154.3,52.1,74.84,2025-11-17T05:54:39
80.0,29.35,39.78,2025-11-17T05:54:39
79.3,31.18,38.53,2025-11-17T05:54:39
79.16,27.67,39.29,2025-11-17T05:54:39
80.85,31.75,42.31,2025-11-17T05:54:39
82.3,22.64,38.61,2025-11-17T05:54:39
82.88,29.8,42.38,2025-11-17T05:54:39
85.85,33.17,43.5,2025-11-17T05:54:39
87.14,27.48,42.94,2025-11-17T05:54:39
86.55,30.65,44.17,2025-11-17T05:54:39
88.96,33.89,43.39,2025-11-17T05:54:39
88.81,27.94,41.75,2025-11-17T05:54:39
90.95,26.98,46.98,2025-11-17T05:54:39
91.77,29.94,44.7,2025-11-17T05:54:39
90.61,32.9,45.77,2025-11-17T05:54:39
92.73,32.95,44.13,2025-11-17T05:54:39
90.85,26.83,47.39,2025-11-17T05:54:39
89.96,34.41,42.36,2025-11-17T05:54:39
90.74,32.78,45.02,2025-11-17T05:54:39
90.32,34.43,45.63,2025-11-17T05:54:39
92.09,33.88,48.69,2025-11-17T05:54:39
92.11,33.38,44.52,2025-11-17T05:54:39
95.31,33.98,46.52,2025-11-17T05:54:39
97.65,30.44,50.35,2025-11-17T05:54:39
100.0,30.74,51.69,2025-11-17T05:54:39
100.0,32.47,50.92,2025-11-17T05:54:39
98.11,33.8,47.4,2025-11-17T05:54:39
100.0,28.81,50.4,2025-11-17T05:54:39
100.0,36.32,52.93,2025-11-17T05:54:39
98.88,30.72,47.39,2025-11-17T05:54:39
96.78,33.82,50.63,2025-11-17T05:54:39
96.96,28.08,48.87,2025-11-17T05:54:39
98.25,32.49,51.43,2025-11-17T05:54:39
97.19,29.54,49.51,2025-11-17T05:54:39
99.42,31.99,46.78,2025-11-17T05:54:39
99.03,30.49,52.24,2025-11-17T05:54:39
100.0,33.54,52.33,2025-11-17T05:54:39
100.0,38.26,52.89,2025-11-17T05:54:39
100.0,30.12,48.62,2025-11-17T05:54:39
100.0,32.12,47.49,2025-11-17T05:54:39
100.0,38.26,47.2,2025-11-17T05:54:39
100.0,37.43,48.01,2025-11-17T05:54:39
100.0,28.7,47.18,2025-11-17T05:54:39
100.0,28.5,49.44,2025-11-17T05:54:39
99.39,35.25,47.93,2025-11-17T05:54:39
100.0,37.13,47.67,2025-11-17T05:54:39
98.43,34.21,50.47,2025-11-17T05:54:39
98.91,36.67,47.35,2025-11-17T05:54:39
99.08,36.04,46.8,2025-11-17T05:54:39
97.14,34.45,48.9,2025-11-17T05:54:39
97.8,28.7,50.71,2025-11-17T05:54:39
97.51,31.18,50.7,2025-11-17T05:54:39
99.88,36.2,47.63,2025-11-17T05:54:39
99.14,29.31,49.47,2025-11-17T05:54:39
99.87,35.66,51.91,2025-11-17T05:54:39
99.98,28.73,52.01,2025-11-17T05:54:39
100.0,32.63,50.85,2025-11-17T05:54:39
99.24,35.97,49.07,2025-11-17T05:54:39
98.73,29.74,50.88,2025-11-17T05:54:39
100.0,30.36,52.08,2025-11-17T05:54:39
100.0,30.43,51.18,2025-11-17T05:54:39
100.0,32.31,51.05,2025-11-17T05:54:39
99.56,29.25,48.11,2025-11-17T05:54:39
100.0,35.9,51.37,2025-11-17T05:54:39
99.72,30.71,46.89,2025-11-17T05:54:39
98.05,37.42,50.68,2025-11-17T05:54:39
96.38,30.7,47.24,2025-11-17T05:54:39
94.24,33.75,48.78,2025-11-17T05:54:39
93.51,27.62,49.21,2025-11-17T05:54:39
95.84,30.81,47.32,2025-11-17T05:54:39
97.01,28.58,49.68,2025-11-17T05:54:39
95.54,32.71,50.48,2025-11-17T05:54:39
93.47,32.75,48.27,2025-11-17T05:54:39
95.17,30.8,48.4,2025-11-17T05:54:39
96.87,33.51,48.26,2025-11-17T05:54:39
97.77,28.42,47.05,2025-11-17T05:54:39
96.89,28.93,48.44,2025-11-17T05:54:39
99.71,35.71,52.74,2025-11-17T05:54:39
100.0,32.71,50.87,2025-11-17T05:54:39
98.46,33.69,48.48,2025-11-17T05:54:39
97.83,29.02,47.58,2025-11-17T05:54:39
96.28,31.61,49.44,2025-11-17T05:54:39
96.89,31.11,46.76,2025-11-17T05:54:39
97.47,29.29,50.96,2025-11-17T05:54:39
99.28,32.03,51.54,2025-11-17T05:54:39
100.0,34.02,52.87,2025-11-17T05:54:39
100.0,35.58,50.52,2025-11-17T05:54:39
100.0,28.98,47.46,2025-11-17T05:54:39
100.0,36.94,48.61,2025-11-17T05:54:39
100.0,34.19,50.75,2025-11-17T05:54:39
100.0,32.5,52.18,2025-11-17T05:54:39
100.0,31.89,52.48,2025-11-17T05:54:39
100.0,38.09,48.07,2025-11-17T05:54:39
100.0,32.96,49.03,2025-11-17T05:54:39
112.16,32.94,57.52,2025-11-17T05:54:39
123.58,42.98,63.18,2025-11-17T05:54:39
136.35,49.37,70.52,2025-11-17T05:54:39
148.65,51.75,71.94,2025-11-17T05:54:39
157.27,52.8,75.9,2025-11-17T05:54:39
80.0,24.81,38.0,2025-11-17T05:54:39
80.97,30.05,38.58,2025-11-17T05:54:39
79.45,23.73,38.98,2025-11-17T05:54:39
81.8,26.74,39.98,2025-11-17T05:54:39
84.04,25.47,42.29,2025-11-17T05:54:39
84.85,24.08,42.3,2025-11-17T05:54:39
86.81,26.52,41.51,2025-11-17T05:54:39
86.65,31.45,43.37,2025-11-17T05:54:39
89.6,25.35,45.0,2025-11-17T05:54:39
91.86,32.67,48.01,2025-11-17T05:54:39
92.0,32.52,43.06,2025-11-17T05:54:39
94.62,27.77,47.86,2025-11-17T05:54:39
95.82,30.15,49.33,2025-11-17T05:54:39
94.58,32.05,45.48,2025-11-17T05:54:39
95.01,29.73,46.76,2025-11-17T05:54:39
95.56,29.7,50.36,2025-11-17T05:54:39
94.13,29.2,48.56,2025-11-17T05:54:39
95.09,30.53,47.88,2025-11-17T05:54:39
93.83,32.8,49.31,2025-11-17T05:54:39
94.54,32.44,47.15,2025-11-17T05:54:39
95.22,36.22,50.39,2025-11-17T05:54:39
94.14,34.67,48.12,2025-11-17T05:54:39
92.71,34.06,43.72,2025-11-17T05:54:39
91.42,29.28,42.76,2025-11-17T05:54:39
92.2,27.25,44.89,2025-11-17T05:54:39
92.82,26.58,47.46,2025-11-17T05:54:39
92.52,30.83,47.2,2025-11-17T05:54:39
92.78,30.92,47.54,2025-11-17T05:54:39
93.25,27.18,47.39,2025-11-17T05:54:39
92.05,26.02,45.0,2025-11-17T05:54:39
90.62,32.48,48.02,2025-11-17T05:54:39
100.72,31.64,51.07,2025-11-17T05:54:39
110.33,38.76,53.66,2025-11-17T05:54:39
122.29,38.8,62.16,2025-11-17T05:54:39
133.25,46.2,66.91,2025-11-17T05:54:39
144.27,45.39,73.26,2025-11-17T05:54:39
149.91,45.53,75.66,2025-11-17T05:54:39
164.62,50.87,83.75,2025-11-17T05:54:39
80.0,27.17,41.18,2025-11-17T05:54:39
80.51,27.97,38.7,2025-11-17T05:54:39
81.83,28.21,40.7,2025-11-17T05:54:39
82.58,29.95,39.07,2025-11-17T05:54:39
82.5,28.78,40.66,2025-11-17T05:54:39
94.57,29.94,48.45,2025-11-17T05:54:39
100.44,32.16,51.34,2025-11-17T05:54:39
107.18,37.77,56.34,2025-11-17T05:54:39
118.57,35.21,61.3,2025-11-17T05:54:39
125.59,38.23,65.73,2025-11-17T05:54:39
138.0,41.89,67.04,2025-11-17T05:54:39
80.0,24.9,40.16,2025-11-17T05:54:39
81.46,28.04,43.61,2025-11-17T05:54:39
80.05,24.79,41.43,2025-11-17T05:54:39
93.89,35.02,47.26,2025-11-17T05:54:39
104.22,37.34,54.74,2025-11-17T05:54:39
112.08,32.43,57.93,2025-11-17T05:54:39
122.01,37.05,61.34,2025-11-17T05:54:39
127.9,38.28,66.76,2025-11-17T05:54:39
140.55,43.37,70.94,2025-11-17T05:54:39
153.14,54.19,76.3,2025-11-17T05:54:39
158.17,53.79,76.72,2025-11-17T05:54:39
80.0,28.93,42.15,2025-11-17T05:54:39
79.37,23.07,39.71,2025-11-17T05:54:39
77.69,30.28,38.05,2025-11-17T05:54:39
77.1,26.15,37.23,2025-11-17T05:54:39
76.43,25.2,40.49,2025-11-17T05:54:39
76.98,27.33,41.32,2025-11-17T05:54:39
75.83,29.48,40.62,2025-11-17T05:54:39
76.42,29.12,41.07,2025-11-17T05:54:39
76.39,24.4,38.89,2025-11-17T05:54:39
75.81,28.34,40.19,2025-11-17T05:54:39
74.33,25.7,35.51,2025-11-17T05:54:39
77.21,24.83,39.26,2025-11-17T05:54:39
75.76,24.97,40.69,2025-11-17T05:54:39
74.89,28.51,37.3,2025-11-17T05:54:39
77.43,21.4,38.59,2025-11-17T05:54:39
79.31,25.66,40.98,2025-11-17T05:54:39
79.93,31.38,41.64,2025-11-17T05:54:39
78.93,31.19,40.84,2025-11-17T05:54:39
77.47,28.23,38.54,2025-11-17T05:54:39
77.14,23.0,39.88,2025-11-17T05:54:39
79.1,22.27,42.43,2025-11-17T05:54:39
78.42,27.58,41.06,2025-11-17T05:54:39
77.37,28.56,40.59,2025-11-17T05:54:39
77.1,27.05,37.62,2025-11-17T05:54:39
78.14,27.82,36.29,2025-11-17T05:54:39
80.69,27.99,42.22,2025-11-17T05:54:39
83.4,28.76,41.96,2025-11-17T05:54:39
85.16,25.8,44.73,2025-11-17T05:54:39
87.68,28.74,42.2,2025-11-17T05:54:39
90.71,33.96,46.25,2025-11-17T05:54:39
91.36,25.49,47.27,2025-11-17T05:54:39
93.8,27.97,44.5,2025-11-17T05:54:39
96.3,36.2,50.03,2025-11-17T05:54:39
96.45,30.44,45.97,2025-11-17T05:54:39
95.71,28.84,48.55,2025-11-17T05:54:39
96.24,32.75,45.6,2025-11-17T05:54:39
96.44,30.29,48.41,2025-11-17T05:54:39
98.85,31.45,49.36,2025-11-17T05:54:39
98.55,30.26,49.76,2025-11-17T05:54:39
97.81,28.89,48.6,2025-11-17T05:54:39
98.92,29.45,50.31,2025-11-17T05:54:39
98.7,37.21,50.7,2025-11-17T05:54:39
98.73,28.15,49.96,2025-11-17T05:54:39
99.74,29.22,51.72,2025-11-17T05:54:39
100.0,31.37,51.61,2025-11-17T05:54:39
99.35,32.38,52.21,2025-11-17T05:54:39
99.98,30.54,50.33,2025-11-17T05:54:39
98.99,30.7,47.63,2025-11-17T05:54:39
97.99,30.89,49.49,2025-11-17T05:54:39
96.85,36.46,49.93,2025-11-17T05:54:39
99.12,29.87,52.11,2025-11-17T05:54:39
110.95,36.51,54.71,2025-11-17T05:54:39
119.68,40.43,57.19,2025-11-17T05:54:39
131.48,47.97,65.55,2025-11-17T05:54:39
138.92,49.74,69.22,2025-11-17T05:54:39
147.7,48.83,70.95,2025-11-17T05:54:39
80.0,30.33,40.97,2025-11-17T05:54:39
80.62,30.88,39.93,2025-11-17T05:54:39
